LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
0,6762,1Fam,6,7,1,0,6,1983,793,4,GasA,Y,999,0,2009,171238.154933829
61,6204,1Fam,6,5,1,0,6,1958,894,1,GasA,N,894,0,2008,139642.727740544
62,17120,1Fam,5,7,2,0,8,1960,1424,3,GasA,Y,912,0,2009,190401.616310472
75,7990,1Fam,4,5,1,0,6,1959,1311,3,GasA,Y,1707,0,2007,153234.839903069
60,11194,1Fam,8,8,1,1,6,1910,1144,1,GasA,Y,1324,0,2009,221561.510914343
0,9142,1Fam,7,6,2,0,4,1980,1518,1,GasA,Y,1155,0,2008,239768.653688444
82,5400,1Fam,7,6,2,0,8,1953,1204,3,GasA,Y,2320,0,2007,237452.968414106
47,10624,1Fam,6,7,2,0,9,1992,1151,2,GasA,Y,1192,0,2007,192881.118866891
91,26178,1Fam,5,6,2,0,8,1967,756,3,GasA,Y,1422,0,2010,143382.297294785
83,8000,1Fam,5,6,2,1,4,2006,1097,5,GasA,Y,1113,0,2006,185911.887040712
40,11888,1Fam,6,9,1,0,5,1979,1010,3,GasA,Y,2554,0,2009,172029.602591005
66,7596,1Fam,6,5,1,0,6,1918,1028,3,GasA,N,1661,0,2006,163793.302775192
69,8834,1Fam,6,7,2,0,9,2006,1470,4,GasA,Y,1792,0,2007,197973.391094458
0,6240,1Fam,6,5,1,1,5,1961,1057,2,GasA,N,1719,0,2009,154020.438931068
0,12640,1Fam,7,5,1,0,5,2003,1434,2,GasA,Y,2614,0,2010,289425.703847269
70,3675,1Fam,6,8,1,1,6,2007,936,2,GasA,N,1790,0,2009,181223.216278974
75,7920,TwnhsE,5,8,1,0,5,1936,1482,3,GasW,Y,988,0,2007,94617.354402258
69,6060,TwnhsE,5,5,1,0,5,1918,1262,2,GasA,Y,1501,0,2007,122790.593412937
24,16770,1Fam,8,5,1,0,8,1978,600,3,GasA,Y,720,0,2009,163392.512137858
71,12394,Duplex,6,5,2,0,6,2008,696,2,GasA,Y,1111,0,2007,133452.390469954
53,14215,1Fam,6,5,2,1,7,1996,864,4,GasA,Y,1056,0,2009,191828.427979723
63,6000,1Fam,5,6,2,0,7,1958,1073,2,GasA,Y,1144,0,2008,124385.454513504
80,11606,1Fam,7,8,2,1,5,1929,729,4,GasA,Y,1786,0,2006,235287.435882857
92,9855,TwnhsE,9,5,1,0,8,1936,907,3,GasA,N,2078,0,2008,290884.880792801
110,9100,1Fam,5,5,1,1,7,2007,1142,2,GasA,Y,1471,0,2006,174510.277852535
94,7596,1Fam,6,5,1,1,7,1961,970,3,GasA,Y,2462,0,2009,171734.992871042
50,9360,1Fam,7,5,2,1,8,2007,672,2,GasA,Y,2161,0,2007,232004.277501262
0,11475,TwnhsE,4,8,1,0,6,1958,1566,4,GasA,Y,1224,0,2008,157901.395586839
63,8176,1Fam,7,8,1,1,6,1955,720,3,GasA,Y,1788,0,2007,173742.849134353
0,9430,Duplex,5,5,1,0,12,2003,768,4,GasA,Y,2630,0,2006,177543.866483127
105,4274,TwnhsE,5,7,1,0,7,2004,1561,3,GasA,Y,925,0,2007,166617.371941424
0,5500,Duplex,7,7,2,1,4,1989,1199,2,GasA,Y,1743,0,2010,186024.211624783
0,8800,1Fam,6,5,1,0,3,2006,1276,3,GasA,Y,1302,0,2007,162139.354937598
70,6380,1Fam,8,6,2,0,4,1950,1248,3,GasA,Y,1053,0,2009,174853.277888161
41,8520,1Fam,5,5,2,0,5,2006,1190,3,GasA,Y,1126,0,2006,131445.863299419
44,11049,1Fam,5,5,1,0,8,1992,768,3,GasA,Y,882,0,2007,147663.216901874
69,9500,1Fam,6,5,2,0,5,1968,528,3,GasA,Y,1440,0,2009,177002.862528507
0,2544,1Fam,5,5,1,1,4,1936,1029,3,GasA,Y,1152,0,2006,129166.306183973
58,1300,1Fam,6,5,1,0,7,1955,1145,3,GasA,Y,1097,0,2008,134441.395968998
75,8125,1Fam,5,5,1,1,11,1925,824,3,GasA,Y,912,0,2010,95649.9028665271
60,21000,1Fam,8,6,1,1,6,1989,1705,3,GasA,Y,2596,0,2007,342976.147545341
105,5586,1Fam,7,5,2,0,8,2004,1092,3,GasA,Y,2098,0,2009,237556.937887738
116,13568,1Fam,7,5,1,1,8,1997,1494,3,GasA,N,1774,0,2008,237021.991974698
56,7420,Twnhs,5,7,1,0,5,1931,858,3,GasA,Y,1482,0,2007,133914.473078318
85,3604,1Fam,4,6,1,0,5,2005,936,3,GasA,Y,1582,0,2006,186111.733229683
86,14585,2fmCon,8,6,1,1,6,1961,660,3,GasA,Y,1801,0,2010,197178.489256626
75,8462,1Fam,6,5,2,0,6,1965,1004,2,GasA,Y,1774,0,2010,136419.851544982
60,13907,TwnhsE,7,5,1,0,5,1950,864,2,GasA,Y,1456,0,2008,137169.742228196
60,6960,1Fam,8,5,2,0,7,1969,1094,3,GasA,Y,1296,0,2006,194011.226682233
40,4590,1Fam,8,6,2,0,6,1965,686,2,GasA,Y,860,0,2009,165483.54104503
92,10400,TwnhsE,5,6,2,0,8,1920,1256,3,GasA,Y,2332,0,2008,162273.063486016
0,6420,1Fam,7,9,1,0,9,1918,804,3,GasA,Y,1352,0,2007,142121.67773214
80,7819,1Fam,8,5,2,0,4,2000,1063,3,GasA,Y,1720,0,2008,226221.710269549
64,6762,1Fam,7,7,1,0,4,1924,1057,3,GasA,Y,1060,0,2006,173319.574546132
21,4400,1Fam,6,6,1,1,8,1964,979,3,GasA,N,720,0,2007,117578.620182719
74,9600,1Fam,5,5,2,1,5,1920,697,3,GasA,Y,1886,0,2006,172203.424618868
60,10667,1Fam,5,5,1,0,5,1967,1362,3,GasA,Y,1574,0,2007,138190.832900468
71,7844,1Fam,6,5,2,0,7,1999,991,3,GasA,Y,1056,0,2008,169601.055494267
81,6000,1Fam,5,6,1,0,4,1912,1623,1,GasA,Y,1026,0,2006,144146.587563895
0,8529,1Fam,6,5,2,0,6,1978,1003,3,GasA,Y,789,512,2008,111065.209287867
30,7420,1Fam,8,5,1,0,9,1961,1269,3,GasA,Y,1536,0,2007,186049.951321838
47,13710,TwnhsE,5,6,1,1,6,1997,720,2,GasA,Y,1775,0,2008,177560.84342435
69,7795,1Fam,9,5,1,1,5,1995,998,3,GasA,Y,1456,0,2007,265552.282602527
80,9591,1Fam,5,5,1,0,7,2006,832,4,GasA,Y,2295,0,2006,227856.614331976
60,10970,1Fam,5,5,2,0,7,2005,918,2,GasA,Y,1839,0,2008,206976.247869
98,10200,1Fam,5,6,2,0,5,1958,1161,2,GasA,Y,1041,0,2010,156275.710593498
50,12003,1Fam,5,7,2,1,6,2005,1002,2,GasA,Y,1048,0,2009,154446.713116018
0,10634,1Fam,7,5,2,0,9,1991,1752,2,GasA,Y,1344,0,2009,219688.090584793
64,13286,Twnhs,7,6,2,1,5,1930,2109,2,GasA,Y,2554,0,2006,246707.827451715
82,9100,1Fam,6,6,0,0,8,1976,1428,2,GasA,Y,1487,0,2006,211722.069151248
0,11846,1Fam,7,8,2,1,9,2000,1742,3,GasA,Y,1494,0,2007,215228.499846668
21,11316,1Fam,6,4,1,1,6,1970,848,3,GasA,Y,2256,0,2008,187033.106485102
43,4388,TwnhsE,8,8,1,0,9,1908,1860,3,GasA,Y,845,0,2009,238061.982234885
67,16321,1Fam,7,7,1,0,5,2007,1040,3,GasA,Y,1494,0,2009,213785.97661208
65,9206,TwnhsE,5,7,1,1,6,1978,1053,4,GasA,Y,1464,0,2009,183993.609698776
24,7795,1Fam,6,5,2,0,6,1961,894,3,GasA,Y,1640,0,2008,142198.385676631
80,14154,1Fam,5,5,2,0,4,1999,616,2,GasA,Y,864,0,2007,142365.645322232
149,8536,1Fam,5,5,2,0,5,1992,940,3,GasA,Y,630,0,2008,139638.823355987
107,2544,1Fam,5,7,2,0,4,1996,1080,3,GasA,Y,1142,0,2009,158960.627092514
102,8520,Duplex,8,5,1,0,4,2005,1713,3,GasA,Y,1144,0,2009,242534.355523732
60,10800,1Fam,7,5,1,0,5,1910,1202,3,GasA,Y,1163,0,2009,121247.388049277
41,6762,TwnhsE,5,5,2,0,6,1976,858,2,GasA,Y,1304,0,2008,134070.962589054
65,2117,1Fam,7,5,1,0,5,1977,1324,3,GasA,Y,1920,0,2009,162042.620269305
70,9464,1Fam,7,6,2,0,5,1934,1057,2,GasA,Y,1640,0,2010,145949.893396282
70,12822,1Fam,8,5,2,0,9,1928,1021,4,GasA,Y,1718,0,2009,182050.196060749
86,7879,1Fam,6,5,1,0,6,2003,988,3,GasA,Y,1493,0,2010,185910.596875372
0,16492,1Fam,7,5,2,0,5,1910,525,3,GasA,Y,1347,0,2010,155382.089315962
50,7301,1Fam,6,6,2,0,6,2006,1086,3,GasA,Y,1458,0,2010,193239.910011925
0,18450,1Fam,5,5,2,0,8,2002,372,4,GasA,Y,1196,0,2010,161512.824788078
71,11645,1Fam,7,5,2,0,6,1960,761,4,GasA,Y,864,0,2009,116649.12907771
52,159000,1Fam,7,5,1,0,7,1993,768,3,GasA,Y,1349,0,2010,181014.514735549
67,5600,1Fam,8,5,1,0,8,1990,1164,2,GasA,Y,1430,0,2010,182992.320578078
72,9548,1Fam,5,5,2,1,6,1939,319,3,GasA,Y,1220,0,2009,109714.069774655
78,7795,1Fam,8,7,2,0,10,1965,1094,3,GasA,Y,1820,0,2010,236902.560956489
100,8125,1Fam,9,6,2,0,9,1993,0,2,GasA,Y,1116,0,2009,185463.06662223
110,4928,1Fam,6,5,2,1,6,1930,832,1,GasA,Y,2034,0,2007,121709.003781477
92,1950,1Fam,7,5,1,0,6,2008,943,0,GasA,Y,1915,0,2009,180342.886720853
69,11911,1Fam,5,5,1,1,8,1898,861,2,GasA,Y,1200,0,2007,132465.060427369
60,8125,1Fam,5,5,2,0,5,2002,738,3,GasA,Y,1316,0,2009,192634.53006978
0,7875,1Fam,7,5,1,0,5,1965,1064,3,GasA,Y,1180,0,2009,186160.083769744
141,8450,1Fam,7,8,2,0,6,1910,728,3,GasA,Y,1317,0,2006,157487.179151859
86,8393,1Fam,7,8,2,0,6,1941,1143,3,GasA,N,1626,0,2007,208325.689517388
0,10402,Duplex,6,5,2,0,6,1999,540,4,GasA,Y,1287,0,2006,127187.142122417
66,8248,1Fam,5,6,1,0,4,1958,951,3,GasA,Y,2230,0,2006,167904.190952897
60,7000,1Fam,7,5,3,0,6,1948,384,4,GasA,Y,958,0,2009,107098.007777943
62,6858,TwnhsE,6,7,1,0,6,2008,954,4,GasA,Y,1319,0,2006,181001.455426108
75,9525,1Fam,8,6,1,0,12,1930,832,2,GasA,Y,1867,0,2009,177865.550384201
70,7018,1Fam,5,5,2,0,5,2005,1107,2,GasA,Y,848,0,2008,120364.545874777
55,46589,1Fam,5,5,1,0,8,1965,1581,3,GasA,Y,1768,0,2010,199707.221630912
75,11616,1Fam,6,5,2,0,6,2003,1436,3,GasA,Y,981,0,2006,171234.758197969
84,4500,1Fam,6,5,1,0,6,1955,1288,3,GasA,Y,2217,0,2009,166255.788128955
0,9320,1Fam,5,6,2,0,7,1963,1208,4,GasA,Y,923,0,2007,127393.27512434
75,9291,1Fam,7,5,1,0,7,1973,940,3,GasA,Y,1164,0,2010,153232.45104443
70,8121,1Fam,6,5,1,1,7,1970,738,3,GasA,Y,955,0,2006,115013.901777355
32,10800,1Fam,6,6,2,0,6,1986,975,1,GasA,Y,1144,0,2009,144609.259576474
70,13891,1Fam,6,8,2,0,5,2002,1719,2,GasA,Y,1232,0,2010,236983.913696903
95,14536,1Fam,5,7,2,1,6,2005,1461,3,GasA,Y,1644,0,2006,182603.295853573
38,13350,1Fam,8,2,2,0,7,1971,866,2,GasA,Y,1665,0,2008,212075.996903361
100,10041,1Fam,5,5,1,0,7,1950,1533,3,GasA,Y,2230,0,2008,182663.255194503
33,12416,1Fam,7,5,2,0,5,2004,1408,3,GasA,Y,1381,0,2010,167318.298322132
60,12342,1Fam,7,5,2,0,5,1997,768,2,GasA,Y,2643,0,2007,241672.772858023
50,8777,Twnhs,6,6,1,0,3,1965,1249,4,GasA,Y,1721,0,2009,154951.084776075
90,9248,1Fam,5,5,1,1,6,2006,729,3,GasA,Y,1915,0,2010,206743.051723141
60,9000,1Fam,5,5,1,0,7,1966,600,1,GasA,Y,800,0,2009,125148.85294505
63,10200,1Fam,8,6,1,1,4,1991,1728,3,GasA,Y,841,0,2006,276024.332324297
0,10800,TwnhsE,4,5,2,0,11,1957,1252,4,GasA,Y,3222,0,2010,213918.464664901
0,10364,1Fam,5,6,1,0,5,2005,1064,3,GasA,Y,1054,0,2010,135099.165698873
0,8820,1Fam,7,6,2,0,4,1950,504,3,GasA,Y,1026,0,2009,127117.318208642
74,6173,1Fam,7,6,1,1,7,1951,1800,1,GasA,Y,1077,0,2009,153630.202994627
118,40094,2fmCon,5,7,1,1,5,1920,1728,2,GasA,Y,720,0,2010,150478.85620298
88,10084,1Fam,7,7,1,0,7,1918,858,2,GasA,Y,1097,0,2009,127823.386883672
65,11500,1Fam,7,4,2,1,4,1996,944,3,GasA,N,1118,0,2009,173828.196005387
38,11838,1Fam,8,5,2,1,6,1918,1522,3,GasA,Y,2062,0,2008,270857.171623364
100,4130,1Fam,8,6,2,0,6,1960,616,2,GasA,Y,987,0,2008,145356.273820065
82,9416,1Fam,8,5,1,0,5,1961,1194,3,GasA,Y,1567,0,2009,236613.085905472
34,9000,1Fam,5,5,1,1,6,2007,1138,2,GasA,Y,1978,0,2008,192259.309539794
65,8750,1Fam,5,5,1,1,8,1962,1424,3,GasA,Y,1728,0,2007,174001.568894934
36,12508,1Fam,6,5,2,0,6,1949,1190,3,GasA,Y,1039,0,2009,110916.177733252
0,1680,1Fam,6,5,1,0,5,2005,819,3,GasA,Y,1844,0,2009,169544.965340391
55,6911,1Fam,6,5,2,1,8,2004,2035,3,GasA,Y,1316,0,2008,128788.618432328
58,5389,1Fam,7,7,2,0,6,1973,856,3,GasA,Y,1285,0,2007,147538.716139729
63,8712,Duplex,3,8,3,1,8,1920,1176,4,GasA,Y,1968,0,2006,182141.087692531
60,4438,1Fam,9,5,1,0,8,2000,1190,3,GasA,Y,1228,0,2009,259702.180527772
0,12665,Duplex,6,6,2,1,7,1934,783,5,GasA,Y,1196,0,2008,150796.92517369
96,7200,1Fam,6,7,2,0,5,1994,1107,3,GasA,Y,1235,0,2009,179366.196028965
0,10264,TwnhsE,6,8,1,1,8,1916,1453,3,GasA,Y,1200,0,2006,165485.443500347
120,8750,1Fam,5,7,1,0,5,1975,1214,4,GasA,Y,2080,0,2009,156620.230758015
60,9600,TwnhsE,5,5,1,0,6,1996,795,3,GasA,Y,1732,0,2010,125739.819845428
45,11340,1Fam,5,6,1,0,8,1948,956,2,GasA,Y,1501,0,2008,135180.360736965
80,12772,1Fam,5,5,2,0,8,1955,1656,3,GasA,Y,2531,0,2006,207113.811368621
0,7535,1Fam,5,5,2,1,5,1925,1008,4,GasA,Y,1506,0,2006,170731.624298629
0,6380,1Fam,5,5,2,0,5,2001,520,3,GasA,Y,965,0,2008,121944.867124573
105,9590,1Fam,5,5,2,0,7,1930,1203,2,GasA,Y,1572,0,2009,120329.883449526
60,3982,1Fam,8,5,2,1,7,1961,528,4,GasA,Y,1494,0,2009,189613.913536538
89,9612,1Fam,7,5,2,1,6,2003,1728,3,GasA,Y,912,0,2010,190428.82757997
0,2522,1Fam,7,7,1,0,7,1968,938,3,GasA,Y,1375,0,2007,188313.218539155
60,8197,1Fam,6,5,1,0,5,1948,848,3,GasA,Y,1208,0,2009,108376.131083425
0,7032,2fmCon,7,7,2,1,5,1986,1522,4,GasA,Y,2236,0,2007,208256.336516685
114,8877,1Fam,5,5,2,1,6,1954,952,3,GasA,Y,952,0,2008,94008.3540804484
70,8172,1Fam,5,7,1,1,6,1993,1248,3,GasA,Y,1750,0,2007,198397.08102438
0,7200,1Fam,6,5,1,0,7,1997,660,1,GasA,Y,1742,0,2006,188290.647551253
95,14948,1Fam,5,6,2,1,4,1953,1385,3,GasA,Y,1664,0,2009,198633.376104852
0,21750,1Fam,5,5,2,1,5,2004,1311,4,GasA,Y,1004,0,2007,189028.1135628
33,9965,1Fam,7,9,2,0,9,1954,1008,3,GasA,Y,1839,0,2009,203497.804740294
50,10440,1Fam,3,5,1,1,8,2000,912,4,GasA,Y,1097,0,2008,146896.181727009
74,7937,1Fam,6,6,1,0,6,1979,696,2,GasA,Y,1218,0,2010,169137.388629984
134,9636,1Fam,6,4,1,0,6,1930,848,3,GasA,Y,1376,0,2009,92447.8003981265
100,10142,1Fam,5,5,1,0,8,1954,1202,3,GasA,Y,2113,0,2007,182948.127258212
78,21750,Duplex,6,5,2,1,4,1982,0,3,GasA,Y,1452,0,2010,122491.76624476
24,7000,Twnhs,6,5,1,1,5,1949,844,3,GasA,Y,672,0,2008,88364.2220673764
103,9947,1Fam,6,7,1,0,4,2004,864,4,GasA,Y,1800,0,2006,186840.204489629
70,8320,1Fam,6,5,2,1,8,1915,0,3,GasA,Y,912,0,2010,103803.101136011
86,7200,1Fam,7,5,2,0,6,1920,1518,4,GasA,Y,1560,0,2006,188521.528629977
62,8123,1Fam,8,8,1,0,6,2007,768,2,GasA,Y,1680,0,2006,255778.561533843
44,10530,1Fam,4,5,1,1,8,1954,718,3,GasA,Y,1939,0,2008,134144.882155159
0,7399,Duplex,5,5,2,1,6,2001,1073,3,GasA,Y,1309,0,2009,167067.870283298
0,11184,1Fam,5,4,2,0,6,1980,1560,3,GasA,Y,1774,0,2008,199688.754450946
80,12822,1Fam,4,5,1,0,8,2002,1040,3,GasA,Y,1682,0,2007,187958.437133747
0,13350,1Fam,6,7,2,0,6,1989,780,3,GasA,Y,1442,0,2009,175258.99777503
72,6600,1Fam,6,6,2,0,5,1968,1293,3,GasA,Y,1961,0,2009,157354.248242729
82,6000,1Fam,7,5,2,0,7,1954,1753,3,GasA,Y,1869,0,2006,236083.750696703
85,5000,Twnhs,9,7,1,0,4,2006,884,3,GasA,Y,1226,0,2007,181604.305704748
174,11184,1Fam,5,6,2,0,6,1915,1107,3,GasA,Y,1500,0,2008,134403.310924431
92,26178,TwnhsE,5,6,1,0,7,1912,1053,3,GasA,Y,1428,0,2007,143792.487042261
67,6120,1Fam,6,6,1,0,11,1951,840,3,GasA,Y,1056,0,2010,98152.2127278424
65,10880,1Fam,8,4,1,0,6,1970,912,2,GasA,Y,1698,0,2008,169241.616620179
21,4438,1Fam,5,5,2,1,6,1955,866,3,GasA,Y,1262,0,2010,115304.502739874
21,9200,1Fam,7,8,2,0,8,1986,819,3,GasA,Y,1959,0,2007,219303.287143766
67,8741,Duplex,8,8,1,1,6,1934,1092,3,GasA,Y,1350,0,2008,222352.839134018
75,7060,1Fam,8,5,1,1,8,1934,1584,2,GasA,Y,1768,0,2007,230254.349685492
52,10667,TwnhsE,5,5,2,0,8,1966,1269,4,GasA,Y,2153,0,2009,169221.65288184
80,10708,1Fam,10,5,1,0,5,2002,1029,3,GasA,Y,1216,0,2007,205558.111077743
65,12046,1Fam,9,9,1,0,7,1996,1453,3,GasA,Y,894,0,2007,257568.220875809
51,2572,1Fam,1,6,1,0,4,1984,707,3,GasA,Y,1734,0,2008,136235.97729142
0,10793,1Fam,6,5,0,0,5,2005,808,3,GasA,Y,1680,0,2007,171419.941990841
0,40094,1Fam,6,5,1,1,5,1965,864,3,GasA,Y,1214,0,2009,146879.280564815
36,9750,1Fam,7,6,1,1,6,2003,483,3,GasA,Y,1696,0,2008,181625.786268706
50,9600,1Fam,9,6,2,0,8,1961,3200,2,GasA,N,864,0,2010,267698.219136935
107,9248,1Fam,7,8,1,0,7,1999,1067,3,GasA,Y,1792,0,2008,227968.605158683
0,9900,1Fam,4,5,1,1,6,1994,756,4,GasA,Y,1626,0,2007,144406.665607156
69,10007,1Fam,6,5,2,1,7,1990,1394,4,GasA,Y,1679,0,2007,170230.128128811
64,5720,Duplex,9,7,2,1,7,1952,1248,3,GasA,Y,1252,0,2008,215874.162840468
0,50271,1Fam,6,5,1,0,5,2006,1086,2,GasA,Y,860,0,2006,163505.790397547
50,7018,TwnhsE,8,5,2,0,4,2006,1113,3,GasA,Y,1432,0,2006,206885.19464804
120,20896,1Fam,6,5,1,1,6,1948,458,3,GasA,Y,2229,0,2009,189626.846731457
73,32668,1Fam,5,5,1,1,10,1951,1482,4,GasA,Y,1484,0,2007,136650.569393447
35,9196,1Fam,8,5,1,1,6,2003,458,2,GasA,N,2344,0,2007,262095.665113871
56,1526,1Fam,8,5,1,0,5,2005,963,3,GasA,Y,1616,0,2008,203851.548015148
35,11404,TwnhsE,6,5,2,0,6,1958,864,3,GasA,Y,848,0,2009,94331.4987281648
0,14191,1Fam,5,5,2,0,6,1993,1196,3,GasA,Y,902,0,2006,175983.518222574
81,21535,2fmCon,5,8,1,1,7,1954,1606,3,GasA,Y,1117,0,2009,184053.406983759
65,4928,1Fam,6,7,1,0,6,1980,940,2,GasA,N,1640,0,2008,194929.093851921
75,8885,1Fam,7,8,1,0,9,2007,680,3,GasA,Y,1635,0,2007,156676.198288329
72,11250,1Fam,5,7,2,1,5,2004,1649,3,GasA,Y,988,0,2008,188748.315644712
0,3922,1Fam,9,6,3,0,7,1960,1063,2,GasA,Y,1566,0,2009,191208.71571865
100,10140,1Fam,7,5,2,1,7,1919,2330,2,GasA,Y,1164,0,2008,234642.141225499
69,7050,2fmCon,7,6,2,1,6,2003,1704,1,Grav,Y,1704,0,2007,215216.420999804
58,10289,1Fam,4,5,2,1,5,2004,1095,4,GasA,Y,1692,0,2006,165849.907706453
0,6780,1Fam,4,5,1,0,6,1989,864,4,GasA,Y,2002,0,2008,194100.194670508
70,8125,1Fam,5,5,2,0,6,1978,1237,3,GasA,Y,1573,0,2010,176646.859703554
24,14115,1Fam,6,7,1,1,8,1880,1086,4,GasA,Y,904,0,2008,114199.959623842
110,14260,1Fam,6,6,3,0,6,1953,910,3,GasA,Y,848,0,2010,105080.955646797
60,8816,1Fam,3,5,1,0,6,1961,930,2,GasA,Y,1567,0,2009,126788.00374901
94,11241,1Fam,7,5,2,0,7,1997,0,2,GasA,Y,1224,0,2009,155566.371887393
0,6000,1Fam,7,5,1,0,8,1999,1314,3,GasA,Y,1336,0,2010,160460.611926998
45,9600,1Fam,5,5,2,1,5,2005,783,4,GasA,Y,747,0,2008,147359.762104984
60,11500,1Fam,3,5,2,1,4,1957,896,4,GasA,Y,1509,0,2006,132404.878506268
70,21535,1Fam,6,6,1,1,7,2006,876,2,GasA,Y,1767,0,2010,171518.184647693
0,6563,1Fam,5,5,1,0,7,1965,796,4,GasA,Y,1208,0,2007,106652.651533257
0,13400,TwnhsE,8,5,2,1,6,1958,847,2,GasA,N,1640,0,2007,187370.315896776
75,6762,2fmCon,6,5,2,0,4,1919,1050,3,GasA,Y,894,0,2008,85747.7165904258
60,11394,2fmCon,6,5,1,1,7,1924,975,3,GasA,Y,845,0,2007,116307.462730068
59,9158,1Fam,4,5,1,1,11,1936,1122,2,GasA,Y,1456,0,2007,74047.7996003637
93,11198,1Fam,8,5,2,0,5,1940,483,3,GasA,Y,1456,0,2007,192082.74768349
52,7892,Duplex,5,6,2,0,8,2004,1079,3,GasA,Y,1208,0,2008,127060.765108774
65,9100,1Fam,8,5,1,0,8,2005,832,2,GasA,Y,875,0,2007,211978.554679764
75,10029,1Fam,6,5,2,0,3,2004,1379,2,GasA,Y,1456,0,2010,213269.634782635
60,7438,1Fam,4,7,1,1,8,1960,672,3,GasA,Y,2022,0,2008,135202.302707033
90,6970,1Fam,4,7,1,0,5,1948,710,2,GasA,Y,2097,0,2010,175447.050971832
64,4403,Duplex,5,5,1,0,7,1970,1623,2,GasA,Y,1428,0,2010,134811.266563762
65,10896,1Fam,7,5,1,0,7,1966,600,1,GasA,Y,864,0,2008,129506.330560992
90,8121,1Fam,7,7,2,0,7,1960,813,3,GasA,Y,2149,0,2007,225751.30159536
74,8125,2fmCon,8,5,2,0,8,1968,1051,3,Grav,Y,848,0,2009,146972.110628647
0,8635,1Fam,4,5,2,1,4,1980,1021,2,GasA,Y,1200,0,2006,150552.226826205
37,9416,1Fam,10,5,2,1,6,2004,1064,3,GasA,Y,1526,0,2007,271605.213029662
0,13811,1Fam,7,8,2,0,6,2000,1419,4,GasA,Y,1707,0,2010,214017.848445431
88,6435,TwnhsE,7,6,2,1,7,1964,654,3,GasA,Y,1063,0,2006,118267.385773633
59,13651,1Fam,6,5,1,1,5,2007,1500,2,GasA,Y,1511,0,2007,227934.182016416
60,9100,1Fam,8,6,2,0,8,1972,1518,3,GasA,Y,2113,0,2008,263088.818459343
60,7000,1Fam,7,5,2,1,6,1977,1064,3,GasA,Y,1229,0,2009,158086.46337803
75,4224,1Fam,5,5,2,0,5,2007,715,2,GasA,Y,1050,0,2008,132340.831721163
49,12589,1Fam,5,9,3,1,7,1925,1228,3,GasA,Y,1192,0,2010,137593.126811458
85,9505,TwnhsE,8,6,2,0,7,1958,700,3,GasA,Y,2520,0,2006,261807.738354199
59,7200,1Fam,5,8,2,0,8,1955,1062,4,GasA,Y,1790,0,2008,148462.108897911
70,8600,1Fam,10,5,1,0,4,1994,988,4,GasA,Y,784,0,2007,219805.018630075
60,7227,1Fam,8,5,1,0,5,2005,0,5,GasA,Y,1015,0,2009,191041.273836479
87,8410,2fmCon,6,5,1,1,7,1975,972,3,GasA,N,3395,0,2009,196261.398096687
40,21000,1Fam,6,7,1,2,4,1940,1067,1,GasA,Y,2078,0,2010,180783.41500331
90,9950,1Fam,7,5,1,0,12,1965,784,5,GasA,Y,860,0,2009,136773.017020313
78,9000,1Fam,6,5,1,0,6,1971,616,4,GasA,N,1279,0,2010,107137.457210454
78,5389,1Fam,4,5,2,1,8,1924,980,3,GasA,Y,1756,0,2007,96443.599628811
0,8400,1Fam,4,5,2,0,7,1948,1563,3,GasA,Y,1728,0,2007,153178.9654856
21,34650,1Fam,7,7,1,0,6,2003,1237,3,GasA,Y,987,0,2008,159297.235748543
34,10012,1Fam,5,7,1,2,8,1966,816,2,GasA,Y,1052,0,2006,123213.47355988
44,10800,1Fam,6,5,2,0,7,2009,1602,3,GasA,Y,1526,0,2010,178382.750271854
68,11404,1Fam,5,5,2,0,6,1993,3094,3,GasA,Y,1284,0,2007,201217.453682337
80,6240,1Fam,6,5,2,1,7,1988,980,3,GasA,Y,1314,0,2006,171785.707877326
68,7332,1Fam,5,7,1,1,10,2002,894,2,GasA,Y,1224,0,2006,132579.978656535
120,10267,1Fam,5,5,2,0,6,1955,1394,3,GasA,Y,864,0,2008,124071.00717724
64,8198,1Fam,5,6,2,0,5,1957,998,3,GasA,Y,2046,0,2007,176712.441521317
0,8849,1Fam,6,5,2,1,5,2005,506,4,GasA,Y,1144,0,2006,124455.204195951
78,11600,1Fam,5,5,2,0,6,1962,784,3,GasA,N,2240,512,2008,171392.595321363
52,10208,1Fam,5,5,1,1,6,1925,721,2,GasA,Y,1484,0,2006,106818.658613054
80,11888,1Fam,6,6,2,0,7,1998,784,3,GasA,N,835,0,2009,162162.400330384
0,15602,1Fam,7,3,2,0,12,1965,952,3,GasA,Y,1148,0,2008,147749.535418305
57,16635,1Fam,6,8,1,0,7,2006,728,5,GasA,Y,894,0,2008,145685.004561417
0,12209,1Fam,6,5,1,1,8,1997,2392,3,GasA,N,1003,0,2007,186960.342165547
44,11616,1Fam,6,5,2,0,8,1937,1195,3,GasA,Y,1314,0,2007,118113.673650758
0,7200,1Fam,6,3,1,0,7,2005,788,2,GasA,Y,816,0,2007,120459.435010255
60,7758,1Fam,6,5,1,0,6,2007,1109,2,GasA,Y,1484,0,2010,171053.937323467
